0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.6467653361907313,0.008555451379587463,0.00557527457808733,0.008756362175194213,0.014934369140101794,0.0005692472542191267,0.07515738012322529,1.674256630056255e-05,3.34851326011251e-05,0.0001339405304045004,0.00030136619341012593,0.0006362175194213769,0.000669702652022502,0.23789512456469328,0.0
0.002953622447530601,0.7230552952202437,0.0,0.0,0.0007242055039618301,0.0,0.006844452017835336,1.4200107920820199e-05,0.0,0.23472778393115787,8.520064752492119e-05,0.0007242055039618301,0.009031268637641646,0.021839765982221464,0.0
0.0,0.0,0.0,0.998557944415312,0.0,0.0,0.0,0.0,0.0,0.00030589057857018006,0.0,0.0,0.0,0.0,0.0011361650061178115
0.0,0.0,0.00034714186530895625,0.9971650080999769,0.0,0.0,0.0,0.0,0.0,0.0020828511918537375,0.0,0.0,0.0,0.0,0.00040499884286044897
3.4457212756060164e-05,0.0003101149148045415,8.614303189015041e-05,0.0,0.9986389400961356,0.00041348655307272197,0.0,0.0,0.0,3.4457212756060164e-05,0.00025842909567045123,0.0,5.1685819134090246e-05,0.00017228606378030082,0.0
0.0015007845009891534,0.003069786479295996,0.0003274438911249062,0.0,0.4572071764786138,0.5354389794665393,0.00010914796370830206,0.0,0.0,0.00025922641380721743,0.00027286990927075517,0.0,0.0004775223412238215,0.0013370625554267003,0.0
3.943062182090611e-05,0.00017743779819407753,3.943062182090611e-05,0.14269942036985922,0.0006308899491344978,0.0,0.8478569457040338,0.0,0.0,0.00015772248728362445,0.00015772248728362445,0.008162138716927565,5.914593273135917e-05,1.9715310910453057e-05,0.0
3.7715212430934016e-05,0.0002074336683701371,0.00013200324350826905,0.0,0.0004525825491712082,0.0,0.0,0.9973033623111882,0.0,0.0,0.0002074336683701371,0.0014520356785909596,5.657281864640103e-05,0.00015086084972373606,0.0
0.00024738344433872505,0.0003044719314938154,0.00038058991436726926,0.0,0.0005899143672692674,1.9029495718363463e-05,0.0037488106565176024,0.00013320647002854424,0.432197906755471,0.0,0.5577164605137964,0.003977164605137964,0.00019029495718363463,0.00024738344433872505,0.00024738344433872505
0.0,6.340550993881369e-05,0.0,0.0008559743841739847,0.0,0.0,0.0,0.0,0.0,0.9990489173509178,0.0,0.0,0.0,0.0,3.1702754969406845e-05
2.4180872929512754e-05,0.00014508523757707654,0.0,0.0,0.0003143513480836658,0.0,2.4180872929512754e-05,2.4180872929512754e-05,0.032789263692419295,0.0,0.9652037238544311,0.001184862773546125,0.00012090436464756378,0.00014508523757707654,2.4180872929512754e-05
0.001364213197969543,0.0044733502538071065,6.34517766497462e-05,0.3196700507614213,0.004536802030456853,0.004441624365482234,0.22557106598984772,0.004378172588832488,0.00041243654822335025,3.17258883248731e-05,0.004536802030456853,0.4265228426395939,0.0001269035532994924,0.003870558375634518,0.0
2.1223762124074112e-05,0.0011885306789481504,0.0,0.0,0.0007428316743425939,0.0,2.1223762124074112e-05,0.0,0.0,0.0,0.00021223762124074114,0.005412059341638899,0.990852558524524,0.0015493346350574102,0.0
0.0014810674863769736,0.0048903171719994415,0.0,0.0,0.00011177867821713008,0.000754506077965628,0.00011177867821713008,0.0,0.0,0.0,8.383400866284756e-05,0.00011177867821713008,0.43272320804806486,0.5597317311722789,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
