0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.9956301901955532,0.00015068309670506296,0.0,0.0,0.0,0.0007031877846236271,0.0001674256630056255,0.0,6.69702652022502e-05,0.0,0.0,1.674256630056255e-05,0.00031810875971068845,0.0029466916688990086,0.0
1.4200107920820199e-05,0.9998721990287126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6800431683280795e-05,5.6800431683280795e-05,0.0
0.0,0.0,0.9615014857542388,0.03849851424576123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.05059592686878037,0.9494040731312197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00013782885102424066,0.0,0.0,0.0,0.7727719104801613,0.22678014575400995,0.0,0.0,0.0,0.0,0.0,0.0,1.7228606378030082e-05,0.0002928863084265114,0.0
0.0016235759601609932,4.0930486390613274e-05,0.0,0.0,2.7286990927075515e-05,0.994774541237465,2.7286990927075515e-05,0.0,1.3643495463537758e-05,0.0,0.0,1.3643495463537758e-05,0.0004775223412238215,0.0030015690019783068,0.0
0.0003745909072986081,0.0,0.0,0.0,0.0,0.0,0.9994479712945074,0.0,0.0,0.0,0.0,1.9715310910453057e-05,5.914593273135917e-05,9.857655455226529e-05,0.0
0.00016971845593920308,0.0,0.0,0.0,0.0,5.657281864640103e-05,0.0,0.9995474174508288,0.0,0.0,0.0,0.0,9.428803107733504e-05,0.00013200324350826905,0.0
0.00034253092293054234,0.0,0.0,0.0,0.0,0.0001522359657469077,0.0027783063748810658,7.611798287345385e-05,0.6737963843958135,0.0,0.3219600380589914,9.514747859181732e-05,0.0001522359657469077,0.0006470028544243578,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7.254261878853827e-05,0.0,0.0,0.0,0.0,7.254261878853827e-05,0.0,0.0,0.07017289324144602,0.0,0.9293918510458228,0.0,9.672349171805102e-05,0.00019344698343610203,0.0
0.004758883248730965,0.004251269035532995,0.0,0.0,0.0044733502538071065,0.00450507614213198,0.00532994923857868,0.00440989847715736,0.0005076142131979696,0.0,0.004156091370558375,0.9675126903553299,3.17258883248731e-05,6.34517766497462e-05,0.0
0.00021223762124074114,0.0,0.0,0.0,6.367128637222234e-05,0.00010611881062037057,0.0,0.0,0.0,0.0,0.0,2.1223762124074112e-05,0.941273850202687,0.05832289831695566,0.0
0.0017046248428112339,5.588933910856504e-05,0.0,0.0,0.0,0.001229565460388431,0.0,0.0,0.0,0.0,0.0,2.794466955428252e-05,0.11594243398071818,0.8810395417074193,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
