0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.9960320117867667,0.0001004553978033753,0.0,0.0,0.0,0.0025448700776855076,0.00015068309670506296,0.0,1.674256630056255e-05,0.0,0.0,0.0,0.0002343959282078757,0.0009208411465309403,0.0
1.4200107920820199e-05,0.9999289994603959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6800431683280795e-05,0.0
0.0,0.0,0.9429295577696207,0.057070442230379305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.03633418190233742,0.9636658180976626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00017228606378030082,1.7228606378030082e-05,0.0,0.0,0.7728752821184295,0.22686628878590012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.891442551212033e-05,0.0
0.0015007845009891534,8.186097278122655e-05,0.0,0.0,2.7286990927075515e-05,0.99710757896173,1.3643495463537758e-05,0.0,1.3643495463537758e-05,0.0,0.0,0.0,0.00034108738658844394,0.0009141141960570298,0.0
0.00035487559638815505,1.9715310910453057e-05,0.0,0.0,0.0,5.914593273135917e-05,0.9994479712945074,0.0,0.0,0.0,0.0,0.0,5.914593273135917e-05,5.914593273135917e-05,0.0
3.7715212430934016e-05,0.0,0.0,0.0,0.0,0.0002451488808010711,0.0,0.9995851326632598,0.0,0.0,0.0,0.0,9.428803107733504e-05,3.7715212430934016e-05,0.0
0.0003235014272121789,0.0,0.0,0.0,0.0,0.0004186489058039962,0.002017126546146527,7.611798287345385e-05,0.9427402473834443,0.0,0.05396764985727878,0.0,0.0001522359657469077,0.0003044719314938154,0.0
0.0,3.1702754969406845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999682972450306,0.0,0.0,0.0,0.0,0.0
9.672349171805102e-05,0.0,0.0,0.0,0.0,0.0001692661105065893,0.0,0.0,0.24299359206867369,0.0,0.756571152218595,0.0,9.672349171805102e-05,7.254261878853827e-05,0.0
0.004727157360406091,0.004282994923857868,0.0,0.0,0.0044733502538071065,0.004536802030456853,0.005298223350253807,0.00440989847715736,0.0040609137055837565,0.0,0.0006345177664974619,0.9675126903553299,0.0,6.34517766497462e-05,0.0
0.00021223762124074114,2.1223762124074112e-05,0.0,0.0,0.0,0.0005305940531018528,0.0,0.0,0.0,0.0,0.0,0.0,0.9565549589320202,0.04268098563151304,0.0
0.0016766801732569512,0.00019561268687997766,0.0,0.0,0.0,0.004359368450468073,0.0,0.0,0.0,0.0,0.0,0.0,0.12793069721950537,0.8658376414698896,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
